שאלה,תשובות,תשובה נכונה,מושג,פרק,
מי ממנה את מבקר המדינה ומהו משך כהונתו? , הכנסת בוחרת בו לתקופת כהונה אחת של 7 שנים / ראש הממשלה ממנה אותו לכל החיים / העם בוחר בו בבחירות ישירות , הכנסת בוחרת בו לתקופת כהונה אחת של 7 שנים , מנגנוני פיקוח וביקורת , עקרונות הדמוקרטיה,
"מה ההבדל בין מנגנוני ביקורת ""פורמליים"" ל""בלתי פורמליים""? "," פורמליים מוסמכים על ידי החוק (מבקר, בתי משפט), ובלתי פורמליים פועלים מכוח יוזמת אזרחים (תקשורת, הפגנות) / אין הבדל / מנגנונים פורמליים פועלים רק במלחמה "," פורמליים מוסמכים על ידי החוק (מבקר, בתי משפט), ובלתי פורמליים פועלים מכוח יוזמת אזרחים (תקשורת, הפגנות) ", מנגנוני פיקוח וביקורת , עקרונות הדמוקרטיה,
איזו מהפעולות הבאות היא דוגמה לביקורת שלטונית בלתי פורמלית? ," פרסום תחקיר עיתונאי על שחיתות בממשלה / הוצאת צו של בג""ץ נגד שר / הגשת דו""ח של מבקר המדינה ", פרסום תחקיר עיתונאי על שחיתות בממשלה , מנגנוני פיקוח וביקורת , עקרונות הדמוקרטיה,
"מהו תפקידו של ""נציב תלונות הציבור"" (האומבודסמן)? "," לטפל בפניות של אזרחים שנפגעו מפעולות של רשויות השלטון / לייצג את המדינה בבתי משפט בחו""ל / להחליף את נשיא המדינה בעת היעדרו ", לטפל בפניות של אזרחים שנפגעו מפעולות של רשויות השלטון , מנגנוני פיקוח וביקורת , עקרונות הדמוקרטיה,
"בישראל, תפקיד נציב תלונות הציבור מבוצע על ידי: "," מבקר המדינה / נשיא המדינה / יו""ר הכנסת ", מבקר המדינה , מנגנוני פיקוח וביקורת , עקרונות הדמוקרטיה,
"מהי החשיבות של ""עצמאות הרשות השופטת""? ", להבטיח שהשופטים יפסקו רק על פי החוק ללא פחד או תלות בשלטון / לאפשר לשופטים לעשות ככל העולה על רוחם / למנוע מהממשלה למנות שרים , להבטיח שהשופטים יפסקו רק על פי החוק ללא פחד או תלות בשלטון , הרשות השופטת , מוסדות השלטון ופיקוח,
כיצד נשמרת עצמאות השופטים בישראל? ," באמצעות שיטת מינוי מקצועית, שכר גבוה וחסינות מפני פיטורים בשל פסקי דין / השופטים נבחרים על ידי הציבור בכל שנתיים / הממשלה אינה רשאית לדבר עם שופטים כלל "," באמצעות שיטת מינוי מקצועית, שכר גבוה וחסינות מפני פיטורים בשל פסקי דין ", הרשות השופטת , מוסדות השלטון ופיקוח,
"מהו תפקידו של בג""ץ (בית משפט גבוה לצדק)? ", לדון בעתירות של אזרחים נגד רשויות המדינה כדי להגן על זכויותיהם / לשפוט עבריינים פליליים שביצעו שוד / לנהל את טקסי ההשבעה של הכנסת , לדון בעתירות של אזרחים נגד רשויות המדינה כדי להגן על זכויותיהם , הרשות השופטת , מוסדות השלטון ופיקוח,
"מהו ""צו מוחלט"" שמוציא בג""ץ? ", פסק דין סופי שבו בית המשפט מחייב את הרשות לפעול כפי שנקבע / צו המורה למשטרה לעצור את העותר / החלטה על ביטול הבחירות , פסק דין סופי שבו בית המשפט מחייב את הרשות לפעול כפי שנקבע ," בג""ץ ", מוסדות השלטון ופיקוח,
"כיצד באה לידי ביטוי ""אקטיביזם שיפוטי"" בישראל? ", בנכונות של בית המשפט להתערב בהחלטות הממשלה והכנסת כאשר הן פוגעות בזכויות אדם / בהחלטה של השופטים להצטרף למפלגות פוליטיות / בסירוב של שופטים לדון בעתירות נגד הצבא , בנכונות של בית המשפט להתערב בהחלטות הממשלה והכנסת כאשר הן פוגעות בזכויות אדם , הרשות השופטת , מוסדות השלטון ופיקוח,
"מהי ""זכות העמידה"" המסורתית בבג""ץ לעומת המצב כיום? "," בעבר רק מי שנפגע ישירות יכול היה לעתור, כיום בג""ץ מאפשר לכל אדם או ארגון לעתור בנושאים עקרוניים / בעבר כל אדם יכול היה לעתור, כיום רק עורכי דין / אין הבדל "," בעבר רק מי שנפגע ישירות יכול היה לעתור, כיום בג""ץ מאפשר לכל אדם או ארגון לעתור בנושאים עקרוניים "," בג""ץ ", מוסדות השלטון ופיקוח,
"מה מאפיין את ""הגישה הכלכלית-חברתית הליברלית""? "," דגש על חופש כלכלי, תחרות חופשית וצמצום מעורבות המדינה בשוק / דגש על שוויון כלכלי מלא וצמצום פערים באמצעות מיסוי גבוה / הלאמת כל הנכסים לידי המדינה "," דגש על חופש כלכלי, תחרות חופשית וצמצום מעורבות המדינה בשוק ", גישות כלכליות-חברתיות , עקרונות הדמוקרטיה,
"מהי ""הגישה הכלכלית-חברתית הסוציאל-דמוקרטית""? ", שאיפה לצמצום פערים חברתיים ומעורבות המדינה בהבטחת רשת ביטחון סוציאלית רחבה / מתן חופש מוחלט לבעלי ההון לנהל את המדינה / ביטול המיסים לחלוטין , שאיפה לצמצום פערים חברתיים ומעורבות המדינה בהבטחת רשת ביטחון סוציאלית רחבה , גישות כלכליות-חברתיות , עקרונות הדמוקרטיה,
מהו ההבדל המרכזי בין שתי הגישות הכלכליות בנוגע לערך השוויון? ," הליברלית מדגישה שוויון הזדמנויות, הסוציאל-דמוקרטית מדגישה שוויון מהותי וצמצום פערים / אין הבדל / הגישה הליברלית מתנגדת לשוויון מכל סוג "," הליברלית מדגישה שוויון הזדמנויות, הסוציאל-דמוקרטית מדגישה שוויון מהותי וצמצום פערים ", גישות כלכליות-חברתיות , עקרונות הדמוקרטיה,
"מהו מעמדם של ""חוקי היסוד"" בישראל כיום? "," הם נחשבים לפרקי החוקה העתידית ובעלי מעמד משפטי עליון על חוקים רגילים / הם המלצות בלבד ואין להם תוקף מחייב / הם חוקים שניתן לבטל ברוב רגיל של 2 ח""כים ", הם נחשבים לפרקי החוקה העתידית ובעלי מעמד משפטי עליון על חוקים רגילים , חוקי יסוד , מוסדות השלטון ופיקוח,
"מהי ""פסקת ההגבלה"" המופיעה בחוקי היסוד? "," פסקה הקובעת באילו תנאים מותר לחוקק חוק שפוגע בזכויות (לתכלית ראויה, במידה הנדרשת וכו') / הוראה המגבילה את מספר השרים בממשלה / איסור על בג""ץ לבטל חוקים "," פסקה הקובעת באילו תנאים מותר לחוקק חוק שפוגע בזכויות (לתכלית ראויה, במידה הנדרשת וכו') ", חוקי יסוד , מוסדות השלטון ופיקוח,
"כיצד משפיע ""חוק יסוד: כבוד האדם וחירותו"" על עבודת הכנסת? ", הכנסת אינה יכולה לחוקק חוקים שפוגעים בזכויות שבחוק היסוד ללא עמידה בתנאי פסקת ההגבלה / החוק מחייב את הכנסת להתפזר בכל שנתיים / החוק אינו משפיע על הכנסת , הכנסת אינה יכולה לחוקק חוקים שפוגעים בזכויות שבחוק היסוד ללא עמידה בתנאי פסקת ההגבלה , חוקי יסוד , מוסדות השלטון ופיקוח,
